Energy;Date;Topic
16361;2022-09-30 15:15:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16362;2022-09-30 15:16:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16370;2022-09-30 15:17:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16372;2022-09-30 15:18:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16332;2022-09-30 15:09:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16334;2022-09-30 15:10:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16335;2022-09-30 15:11:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16336;2022-09-30 15:12:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16350;2022-09-30 15:13:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16268;2022-09-30 14:59:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16270;2022-09-30 15:00:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16283;2022-09-30 15:01:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16297;2022-09-30 15:02:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16298;2022-09-30 15:03:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16223;2022-09-30 14:54:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16249;2022-09-30 14:55:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16250;2022-09-30 14:56:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16265;2022-09-30 14:57:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16266;2022-09-30 14:58:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16198;2022-09-30 14:49:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16199;2022-09-30 14:50:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16201;2022-09-30 14:51:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16213;2022-09-30 14:52:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16221;2022-09-30 14:53:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16181;2022-09-30 14:44:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16183;2022-09-30 14:45:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16194;2022-09-30 14:46:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16195;2022-09-30 14:47:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16196;2022-09-30 14:48:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16159;2022-09-30 14:39:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16161;2022-09-30 14:40:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16162;2022-09-30 14:41:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16163;2022-09-30 14:42:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16172;2022-09-30 14:43:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16141;2022-09-30 14:34:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16143;2022-09-30 14:35:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16154;2022-09-30 14:36:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16155;2022-09-30 14:37:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16158;2022-09-30 14:38:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16106;2022-09-30 14:29:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16122;2022-09-30 14:30:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16124;2022-09-30 14:31:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16125;2022-09-30 14:32:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16126;2022-09-30 14:33:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15747;2022-09-30 14:24:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16094;2022-09-30 14:25:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16101;2022-09-30 14:26:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16103;2022-09-30 14:27:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
16104;2022-09-30 14:28:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15730;2022-09-30 14:19:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15741;2022-09-30 14:20:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15743;2022-09-30 14:21:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15745;2022-09-30 14:22:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15746;2022-09-30 14:23:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15695;2022-09-30 14:14:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15707;2022-09-30 14:15:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15708;2022-09-30 14:16:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15720;2022-09-30 14:17:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15728;2022-09-30 14:18:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15685;2022-09-30 14:09:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15688;2022-09-30 14:10:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15691;2022-09-30 14:11:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15692;2022-09-30 14:12:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15694;2022-09-30 14:13:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15631;2022-09-30 13:59:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15633;2022-09-30 14:00:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15634;2022-09-30 14:01:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15636;2022-09-30 14:02:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15660;2022-09-30 14:03:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15265;2022-09-30 13:54:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15277;2022-09-30 13:55:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15278;2022-09-30 13:56:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15280;2022-09-30 13:57:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15582;2022-09-30 13:58:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15241;2022-09-30 13:49:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15243;2022-09-30 13:50:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15245;2022-09-30 13:51:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15254;2022-09-30 13:52:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15263;2022-09-30 13:53:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15223;2022-09-30 13:44:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15225;2022-09-30 13:45:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15227;2022-09-30 13:46:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15229;2022-09-30 13:47:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15239;2022-09-30 13:48:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15195;2022-09-30 13:38:58+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15201;2022-09-30 13:39:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15205;2022-09-30 13:40:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15206;2022-09-30 13:41:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15209;2022-09-30 13:42:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15222;2022-09-30 13:43:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15166;2022-09-30 13:34:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15175;2022-09-30 13:35:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15182;2022-09-30 13:36:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15184;2022-09-30 13:37:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15195;2022-09-30 13:38:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15133;2022-09-30 13:29:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15135;2022-09-30 13:30:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15137;2022-09-30 13:31:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15149;2022-09-30 13:32:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15158;2022-09-30 13:33:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15118;2022-09-30 13:24:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15126;2022-09-30 13:25:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15128;2022-09-30 13:26:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15129;2022-09-30 13:27:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15131;2022-09-30 13:28:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15074;2022-09-30 13:19:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15087;2022-09-30 13:20:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15088;2022-09-30 13:21:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15104;2022-09-30 13:22:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15116;2022-09-30 13:23:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15042;2022-09-30 13:14:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15044;2022-09-30 13:15:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15045;2022-09-30 13:16:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15053;2022-09-30 13:17:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15061;2022-09-30 13:18:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15026;2022-09-30 13:09:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15035;2022-09-30 13:10:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15037;2022-09-30 13:11:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15038;2022-09-30 13:12:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15040;2022-09-30 13:13:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14970;2022-09-30 12:59:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14984;2022-09-30 13:00:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14997;2022-09-30 13:01:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14998;2022-09-30 13:02:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
15006;2022-09-30 13:03:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14955;2022-09-30 12:54:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14958;2022-09-30 12:55:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14959;2022-09-30 12:56:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14967;2022-09-30 12:57:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14968;2022-09-30 12:58:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14920;2022-09-30 12:48:59+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14921;2022-09-30 12:49:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14930;2022-09-30 12:50:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14943;2022-09-30 12:51:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14945;2022-09-30 12:52:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14953;2022-09-30 12:53:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14913;2022-09-30 12:44:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14915;2022-09-30 12:45:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14916;2022-09-30 12:46:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14918;2022-09-30 12:47:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14920;2022-09-30 12:48:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14904;2022-09-30 12:39:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14905;2022-09-30 12:40:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14907;2022-09-30 12:41:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14909;2022-09-30 12:42:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14911;2022-09-30 12:43:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14873;2022-09-30 12:34:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14876;2022-09-30 12:35:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14883;2022-09-30 12:36:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14891;2022-09-30 12:37:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14894;2022-09-30 12:38:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14843;2022-09-30 12:29:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14845;2022-09-30 12:30:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14846;2022-09-30 12:31:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14849;2022-09-30 12:32:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14859;2022-09-30 12:33:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14820;2022-09-30 12:24:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14830;2022-09-30 12:25:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14832;2022-09-30 12:26:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14833;2022-09-30 12:27:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14840;2022-09-30 12:28:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14783;2022-09-30 12:19:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14791;2022-09-30 12:20:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14803;2022-09-30 12:21:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14804;2022-09-30 12:22:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14819;2022-09-30 12:23:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14755;2022-09-30 12:14:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14764;2022-09-30 12:15:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14772;2022-09-30 12:16:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14774;2022-09-30 12:17:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14782;2022-09-30 12:18:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14722;2022-09-30 12:09:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14731;2022-09-30 12:10:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14732;2022-09-30 12:11:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14734;2022-09-30 12:12:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14746;2022-09-30 12:13:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13882;2022-09-30 11:58:56+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14014;2022-09-30 11:59:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14506;2022-09-30 12:00:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14508;2022-09-30 12:01:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14602;2022-09-30 12:02:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
14693;2022-09-30 12:03:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13650;2022-09-30 11:53:56+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13869;2022-09-30 11:54:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13870;2022-09-30 11:55:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13873;2022-09-30 11:56:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13881;2022-09-30 11:57:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13882;2022-09-30 11:58:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13623;2022-09-30 11:49:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13637;2022-09-30 11:50:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13638;2022-09-30 11:51:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13648;2022-09-30 11:52:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13650;2022-09-30 11:53:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13609;2022-09-30 11:44:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13610;2022-09-30 11:45:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13613;2022-09-30 11:46:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13614;2022-09-30 11:47:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13616;2022-09-30 11:48:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13273;2022-09-30 11:39:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13274;2022-09-30 11:40:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13283;2022-09-30 11:41:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13291;2022-09-30 11:42:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13608;2022-09-30 11:43:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13233;2022-09-30 11:33:57+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13243;2022-09-30 11:34:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13253;2022-09-30 11:35:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13254;2022-09-30 11:36:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13255;2022-09-30 11:37:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13263;2022-09-30 11:38:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13212;2022-09-30 11:29:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13216;2022-09-30 11:30:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13217;2022-09-30 11:31:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13225;2022-09-30 11:32:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13233;2022-09-30 11:33:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13168;2022-09-30 11:23:57+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13173;2022-09-30 11:24:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13191;2022-09-30 11:25:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13193;2022-09-30 11:26:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13202;2022-09-30 11:27:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13210;2022-09-30 11:28:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12888;2022-09-30 11:18:54+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12890;2022-09-30 11:19:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12898;2022-09-30 11:20:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12899;2022-09-30 11:21:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12907;2022-09-30 11:22:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
13168;2022-09-30 11:23:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12881;2022-09-30 11:14:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12883;2022-09-30 11:15:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12885;2022-09-30 11:16:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12886;2022-09-30 11:17:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12888;2022-09-30 11:18:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12848;2022-09-30 11:08:57+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12859;2022-09-30 11:09:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12860;2022-09-30 11:10:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12875;2022-09-30 11:11:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12878;2022-09-30 11:12:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12879;2022-09-30 11:13:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12786;2022-09-30 10:59:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12797;2022-09-30 11:00:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12798;2022-09-30 11:01:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12809;2022-09-30 11:02:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12811;2022-09-30 11:03:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12765;2022-09-30 10:54:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12766;2022-09-30 10:55:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12768;2022-09-30 10:56:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12783;2022-09-30 10:57:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12785;2022-09-30 10:58:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12732;2022-09-30 10:49:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12740;2022-09-30 10:50:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12742;2022-09-30 10:51:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12743;2022-09-30 10:52:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12756;2022-09-30 10:53:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12708;2022-09-30 10:44:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12714;2022-09-30 10:45:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12719;2022-09-30 10:46:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12721;2022-09-30 10:47:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12730;2022-09-30 10:48:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12674;2022-09-30 10:39:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12687;2022-09-30 10:40:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12689;2022-09-30 10:41:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12697;2022-09-30 10:42:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12699;2022-09-30 10:43:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12650;2022-09-30 10:34:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12651;2022-09-30 10:35:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12663;2022-09-30 10:36:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12667;2022-09-30 10:37:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12673;2022-09-30 10:38:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12633;2022-09-30 10:29:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12639;2022-09-30 10:30:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12642;2022-09-30 10:31:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12644;2022-09-30 10:32:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12646;2022-09-30 10:33:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12603;2022-09-30 10:23:57+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12612;2022-09-30 10:24:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12614;2022-09-30 10:25:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12621;2022-09-30 10:26:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12629;2022-09-30 10:27:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12632;2022-09-30 10:28:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12566;2022-09-30 10:19:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12577;2022-09-30 10:20:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12592;2022-09-30 10:21:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12594;2022-09-30 10:22:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12603;2022-09-30 10:23:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12555;2022-09-30 10:14:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12557;2022-09-30 10:15:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12559;2022-09-30 10:16:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12561;2022-09-30 10:17:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12563;2022-09-30 10:18:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12523;2022-09-30 10:09:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12529;2022-09-30 10:10:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12530;2022-09-30 10:11:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12543;2022-09-30 10:12:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12553;2022-09-30 10:13:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12460;2022-09-30 09:59:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12466;2022-09-30 10:00:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12475;2022-09-30 10:01:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
12476;2022-09-30 10:02:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
